Run,Measurement,Rep,Pot,Cultivar,Isolate,lesion
2,3,1,114,51-23,60,29.55
2,3,1,115,SSR51-70,47,12.52
2,3,1,116,SSR51-70,60,71.02
2,3,1,117,52-82B,30,8.58
2,3,1,118,51-23,62,122.76
2,3,1,119,51-23,19,55.65
2,3,1,120,52-82B,20,15.74
2,3,1,121,51-23,20,86.18
2,3,1,122,Dwight,60,101.26
2,3,1,123,SSR51-70,15,64.01
2,3,1,124,52-82B,62,30.87
2,3,1,125,Dwight,20,162.14
2,3,1,126,52-82B,19,29.18
2,3,1,127,52-82B,3,0.92
2,3,1,128,52-82B,47,4.98
2,3,1,129,SSR51-70,10,48.3
2,3,1,130,SSR51-70,20,60.83
2,3,1,131,Dwight,10,111.23
2,3,1,132,51-23,30,6.99
2,3,1,133,SSR51-70,19,40.02
2,3,1,134,Dwight,3,7.41
2,3,1,135,51-23,15,72.78
2,3,1,136,SSR51-70,62,75.01
2,3,2,201,SSR51-70,10,40.06
2,3,2,202,Dwight,20,128.25
2,3,2,203,51-23,60,70.47
2,3,2,204,52-82B,60,100
2,3,2,205,SSR51-70,62,49.26
2,3,2,206,SSR51-70,19,35.83
2,3,2,207,51-23,47,7.83
2,3,2,208,Dwight,62,86.24
2,3,2,209,52-82B,3,7.36
2,3,2,210,52-82B,62,25.37
2,3,2,211,52-82B,19,28.57
2,3,2,212,Dwight,10,84.86
2,3,2,213,SSR51-70,3,12.74
2,3,2,214,Dwight,3,5.02
2,3,2,215,52-82B,10,58.83
2,3,2,216,51-23,30,7.82
2,3,2,217,SSR51-70,47,8.97
2,3,2,218,51-23,3,7.25
2,3,2,219,SSR51-70,20,53.61
2,3,2,220,52-82B,30,5.28
2,3,2,221,Dwight,47,12.67
2,3,2,222,Dwight,19,95.63
2,3,2,223,SSR51-70,30,8.12
2,3,2,224,52-82B,47,4.06
2,3,2,225,51-23,20,68.09
2,3,2,226,Dwight,30,7.68
2,3,2,227,Dwight,15,18.56
2,3,2,228,Dwight,60,9.58
2,3,2,229,51-23,10,38.34
2,3,2,230,51-23,62,29
2,3,2,231,52-82B,20,60.13
2,3,2,232,51-23,19,70.14
2,3,2,233,52-82B,15,29.55
2,3,2,234,51-23,15,19.02
2,3,2,235,SSR51-70,15,52.25
2,3,2,236,SSR51-70,60,123.01
2,3,3,301,SSR51-70,19,54.13
2,3,3,302,Dwight,3,7.72
2,3,3,303,SSR51-70,15,9.39
2,3,3,304,Dwight,47,45.98
2,3,3,305,Dwight,19,108.33
2,3,3,306,51-23,47,9.34
2,3,3,307,Dwight,20,116.67
2,3,3,308,SSR51-70,60,26.55
2,3,3,309,51-23,62,70.78
2,3,3,310,52-82B,60,11.21
2,3,3,311,51-23,60,24.92
2,3,3,312,52-82B,62,30.48
2,3,3,313,51-23,3,5.93
2,3,3,314,51-23,30,5.96
2,3,3,315,Dwight,10,151.26
2,3,3,316,51-23,15,67.01
2,3,3,317,SSR51-70,62,96.61
2,3,3,318,51-23,20,89.04
2,3,3,319,52-82B,47,3.34
2,3,3,320,52-82B,3,1.48
2,3,3,321,SSR51-70,30,7.36
2,3,3,322,51-23,19,73.79
2,3,3,323,51-23,10,41.61
2,3,3,324,52-82B,10,25.51
2,3,3,325,SSR51-70,20,139.96
2,3,3,326,52-82B,30,8.23
2,3,3,327,52-82B,19,20.33
2,3,3,328,52-82B,20,8.98
2,3,3,329,SSR51-70,47,15.11
2,3,3,330,Dwight,60,122.24
2,3,3,331,SSR51-70,3,10.94
2,3,3,332,Dwight,30,12.04
2,3,3,333,Dwight,15,91.46
2,3,3,334,Dwight,62,73.99
2,3,3,335,52-82B,15,57.94
2,3,3,336,SSR51-70,10,85.19
2,3,4,401,52-82B,30,8.83
2,3,4,402,SSR51-70,20,16.75
2,3,4,403,Dwight,62,194.37
2,3,4,404,SSR51-70,47,9.08
2,3,4,405,51-23,19,26.35
2,3,4,406,Dwight,19,138.17
2,3,4,407,SSR51-70,30,3.63
2,3,4,408,51-23,10,11.92
2,3,4,409,51-23,15,12.63
2,3,4,410,52-82B,3,9.77
2,3,4,411,SSR51-70,10,16.53
2,3,4,412,52-82B,47,10.76
2,3,4,413,51-23,62,61.97
2,3,4,414,51-23,47,14.9
2,3,4,415,52-82B,15,17.8
2,3,4,416,Dwight,10,124.62
2,3,4,417,51-23,60,106.82
2,3,4,418,52-82B,10,51.71
2,3,4,419,52-82B,19,10.02
2,3,4,420,Dwight,47,11.9
2,3,4,421,Dwight,20,103.42
2,3,4,422,Dwight,3,10.49
2,3,4,423,SSR51-70,19,18.28
2,3,4,424,51-23,20,25.25
2,3,4,425,Dwight,30,9.61
2,3,4,426,SSR51-70,3,4.87
2,3,4,427,SSR51-70,60,26.99
2,3,4,428,52-82B,60,9.45
2,3,4,429,Dwight,15,62.9
2,3,4,430,SSR51-70,62,29.72
2,3,4,431,52-82B,20,58.52
2,3,4,432,Dwight,60,71.07
2,3,4,433,51-23,30,8.6
2,3,4,434,SSR51-70,15,9.77
2,3,4,435,52-82B,62,34.22
2,3,4,436,51-23,3,6.11
